price,rsi,upper_bb,lower_bb,gain_loss
0.061671315,37.55103918,0.082909854,0.045204884,1
0.059003945,35.9538976,0.078631611,0.046799522,0
0.0609,37.97343335,0.075173966,0.048267167,1
0.0704,46.99235689,0.074192104,0.048815455,1
0.069338729,46.18445205,0.071356141,0.050666005,0
0.067,44.37394909,0.072041634,0.050833536,0
0.07,47.23156422,0.073168441,0.050647443,1
0.0645,42.88217357,0.07316421,0.051647673,0
0.066996434,45.34247367,0.072592871,0.053864594,1
0.065117932,43.81315793,0.072434622,0.054934636,0
0.0655,44.22520188,0.072476156,0.0555809,1
0.07,48.97173462,0.073071897,0.056094049,1
0.068,47.05506603,0.072766271,0.056209676,0
0.0667,45.80028552,0.072927392,0.056252816,0
0.0655,44.6175446,0.072721976,0.056253652,0
0.0664,45.74909619,0.072868185,0.056637443,1
0.065928989,45.22827874,0.072861103,0.057237425,0
0.06491,44.05967494,0.072739612,0.0578487,0
0.065,44.19681803,0.072045872,0.059340862,1
0.0648,43.93902479,0.07186107,0.059905665,0
0.064075114,42.96093511,0.071715426,0.060291688,0
0.065,44.65378844,0.071009142,0.061597578,1
0.0646,44.04495353,0.070546009,0.062430711,0
0.064,43.09576651,0.069925443,0.062411276,0
0.06497,45.15359405,0.06942858,0.062471267,1
0.06,37.64237033,0.069936522,0.061263325,0
0.062024828,41.88397892,0.069294019,0.061108311,1
0.0634,44.63823734,0.069307679,0.06098465,1
0.06085,40.77890576,0.069320527,0.06035716,0
0.062178276,43.51824623,0.069325257,0.060058464,1
0.06165,42.67281545,0.06930798,0.059690741,0
0.0616,42.58848338,0.068295986,0.059862735,0
0.061239118,41.94417621,0.067711329,0.059771304,0
0.061,41.49621421,0.067349664,0.059562968,0
0.061114971,41.81796394,0.067139698,0.059334432,1
0.061011524,41.59629645,0.066690746,0.059244536,0
0.063620865,48.94745956,0.066323407,0.059381063,1
0.0615,44.0898641,0.066061104,0.059302365,0
0.06218,45.94224282,0.065743543,0.059337926,1
0.06199,45.48874773,0.065427467,0.059373002,0
0.0604,41.77270106,0.065261753,0.059171205,0
0.0619,46.2349714,0.064811473,0.059311485,1
0.060000526,41.86018227,0.064453975,0.059209036,0
0.061,44.8188753,0.064118346,0.059244664,1
0.0627,49.52402124,0.063523936,0.059612074,1
0.062101736,47.97372481,0.063495599,0.059850585,0
0.06265,49.53287853,0.063573117,0.059835585,1
0.06188187,47.39007195,0.06332236,0.059934528,0
0.062153513,48.24279449,0.063361533,0.060025707,1
0.0622,48.39694264,0.063363975,0.060025437,1
0.06202,47.80327045,0.063388579,0.060037833,0
0.062,47.73320699,0.063412435,0.060053977,0
0.062200442,48.54713613,0.06345598,0.060106564,1
0.061903898,47.37178902,0.063460698,0.060192237,0
0.06191,47.40001023,0.063465891,0.060266546,1
0.0619,47.35519586,0.063458897,0.060362388,0
0.061973314,47.74525929,0.063152495,0.060504035,1
0.0614,44.94102813,0.063153456,0.060493074,0
0.061064868,43.33864493,0.063127881,0.060407136,0
0.061294477,44.79105764,0.063104668,0.060360797,1
0.0614,45.48270032,0.063016043,0.060549421,1
0.06281,53.80955226,0.063144138,0.060512326,1
0.067,68.97459314,0.064656838,0.059699574,1
0.084453108,87.45317595,0.07357429,0.053127432,1
0.0938,90.6611107,0.081918728,0.047892994,1
0.097146201,91.4990783,0.088877088,0.044439081,1
0.095,86.15913799,0.093739172,0.042811997,0
0.0949,85.90756421,0.097811,0.042041982,0
0.104865589,89.26998472,0.103726281,0.040397909,1
0.102,83.12799753,0.108025036,0.040079154,0
0.105,84.34255056,0.112337972,0.040064218,1
0.101,76.44120929,0.115257387,0.041044802,0
0.102,77.02078994,0.117908539,0.042373606,1
0.1024,77.26175963,0.120158068,0.044173688,1
0.097544892,67.9479516,0.121276607,0.046618638,0
0.099,69.14834126,0.12219394,0.049411305,1
0.107,74.74778982,0.123803615,0.052304299,1
0.1025,67.34371159,0.124088749,0.056129164,0
0.104556424,68.86164663,0.123923181,0.060643888,1
0.11501,75.17792506,0.12458784,0.065350782,1
0.139118553,83.4937457,0.130268344,0.067442132,1
0.151,85.98560864,0.137960904,0.068568573,1
0.1877,90.670614,0.156991559,0.061607918,1
0.1731,79.31152218,0.167757663,0.059706502,0
0.19,82.10601308,0.181488863,0.055595303,1
0.197610544,83.20612943,0.19481031,0.05232029,1
0.1925,79.66427106,0.204627049,0.052253551,0
0.194525061,80.02707609,0.213312248,0.053530858,1
0.1938,79.48031901,0.220904895,0.054831652,0
0.1931,78.91972175,0.22715279,0.057693757,0
0.229275161,84.86203927,0.23979475,0.057479314,1
0.259112414,87.89338404,0.257231607,0.055853697,1
0.400982303,94.02254027,0.316922585,0.02606095,1
0.34,76.17132757,0.343149078,0.023594458,0
0.243184629,57.50475186,0.347203747,0.034103762,0
0.217272694,53.71093754,0.347369638,0.04576514,0
0.229549731,55.2184129,0.348033578,0.057356173,1
0.2231,54.21942669,0.346363606,0.071086145,0
0.2682,59.70860672,0.347761138,0.086052971,1
0.276,60.58874172,0.349050183,0.100862926,1
